block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,[-0.46],[-0.5],1,-0.5,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(0.0), np.float64(-1.0)]",0,0,[-0.46],[-0.5],2,-0.5,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",0,"[1, 0]",0,1,[0.46],[0.5],1,0.5,0.0,0.0
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,[0.46],[0.5],1,0.5,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.45)]",0,"[np.float64(0.46), np.float64(-0.09000000000000002)]",0,1,[-0.4968],[-0.04],2,0.185,0.0,-0.45
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.68), np.float64(0.0)]",0,"[np.float64(-0.14), np.float64(-0.46)]",0,1,[0.4968],[0.04],2,-0.30000000000000004,0.68,0.0
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.45), np.float64(0.0)]",0,"[np.float64(0.09000000000000002), np.float64(-0.46)]",0,1,[0.4968],[0.04],2,-0.185,0.45,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.45)]",0,"[np.float64(0.46), np.float64(-0.09000000000000002)]",0,1,[-0.4968],[-0.04],3,0.185,0.0,-0.45
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.20700000000000002), np.float64(-0.5112)]",0,"[np.float64(0.2898), np.float64(0.008000000000000007)]",0,1,[-0.499744],[-0.0032],3,0.1489,0.20700000000000002,-0.5112
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.617), np.float64(-0.3128)]",0,"[np.float64(-0.11380000000000001), np.float64(0.8160000000000001)]",0,1,[0.959744],[0.5032],3,0.3511,0.617,-0.3128
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.56579), np.float64(0.24208000000000002)]",0,"[np.float64(-0.5255340000000001), np.float64(-1.201824)]",0,1,[0.53677952],[-0.459744],4,-0.8636790000000001,0.56579,0.24208000000000002
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.33741), np.float64(-0.50576)]",0,"[np.float64(0.16233400000000003), np.float64(0.005503999999999953)]",0,1,[-0.49997952],[-0.000256],4,0.083919,0.33741,-0.50576
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.49050000000000005), np.float64(-0.3128)]",0,"[np.float64(0.012699999999999934), np.float64(0.8160000000000001)]",0,1,[0.959744],[0.5032],3,0.41435,0.49050000000000005,-0.3128
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.496215), np.float64(0.24208000000000002)]",1,"[np.float64(-1.455959), np.float64(-1.201824)]",0,0,[0.07677952],[-0.959744],4,-1.3288915000000001,0.496215,0.24208000000000002
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.20700000000000002), np.float64(-0.5112)]",0,"[np.float64(0.2898), np.float64(1.008)]",0,1,[-0.039744],[0.4968],4,0.6489,0.20700000000000002,-0.5112
0,5,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.4104603), np.float64(-0.50201728)]",0,"[np.float64(0.08951922000000001), np.float64(0.0019968000000000208)]",0,1,[-0.49999836],[-2.048e-05],5,0.045758010000000016,0.4104603,-0.50201728
0,5,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(-0.4938371200000001), np.float64(-0.2987408)]",1,"[np.float64(1.4170576000000001), np.float64(1.22196128)]",0,0,[0.92614236],[0.92322048],5,1.31950944,-0.4938371200000001,-0.2987408
0,6,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.46976204800000004), np.float64(0.25114177600000004)]",0,"[np.float64(-0.3959044096000001), np.float64(-1.1772841376)]",0,1,[0.53409139],[-0.42614236],6,-0.7865942736000001,0.46976204800000004,0.25114177600000004
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.33741), np.float64(0.17424000000000006)]",1,"[np.float64(-0.297666), np.float64(-1.134496)]",0,0,[-0.46317952],[-0.460256],5,-0.716081,0.33741,0.17424000000000006
0,6,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.45074394900000003), np.float64(-0.500659456)]",0,"[np.float64(-0.9507455874), np.float64(1.0006578176)]",0,1,[-0.49999987],[-1.6384e-06],6,0.02495611510000001,0.45074394900000003,-0.500659456
0,5,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.3292997), np.float64(-0.57516032)]",0,"[np.float64(0.13392077999999996), np.float64(0.03838079999999988)]",0,1,[0.50294236],[-0.03677952],5,0.08615078999999992,0.3292997,-0.57516032
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.13499711999999997), np.float64(-0.3362831999999999)]",0,"[np.float64(-0.6718176), np.float64(0.79946272)]",0,1,[-0.49705436],[-0.03682048],6,0.06382255999999997,0.13499711999999997,-0.3362831999999999
0,6,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.38956405099999997), np.float64(-0.549061376)]",0,"[np.float64(-0.8925064126), np.float64(0.04611901439999999)]",0,1,[0.04023539],[-0.50294236],6,-0.4231936991,0.38956405099999997,-0.549061376
0,7,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.29160506368), np.float64(-0.5494114375680001)]",0,"[np.float64(0.174303547392), np.float64(1.01532004864)]",0,1,[0.96272731],[0.46590861],7,0.594811798016,0.29160506368,-0.5494114375680001
0,7,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(-0.012063834670000051), np.float64(-0.517700446208)]",0,"[np.float64(-0.028171554257999942), np.float64(0.47746505728000005)]",0,1,[0.00321883],[-0.04023539],7,0.22464675151100005,-0.012063834670000051,-0.517700446208
0,7,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.16732080000000005), np.float64(0.20735144960000007)]",1,"[np.float64(0.6643751616), np.float64(-0.710297088)]",0,0,[-0.49976435],[-0.00294564],7,-0.022960963200000017,-0.16732080000000005,0.20735144960000007
